DateTime,temp_f,humidity,pressure,pm1_0a,pm2_5a,pm10_0a,pm1_0b,pm2_5b,pm10_0b
2024-05-31 16:50:00,99.0,39.0,981.27,7.51,12.12,12.85,6.25,10.46,10.73
2024-05-31 16:52:00,99.0,41.0,981.26,7.6,12.09,12.38,6.7,9.65,9.89
2024-05-31 16:54:00,99.0,41.0,981.25,7.04,11.93,12.2,6.03,9.24,9.29
2024-05-31 16:56:00,99.0,40.0,981.25,6.85,10.26,11.04,6.0,10.05,10.19
2024-05-31 16:58:00,99.0,40.0,981.22,6.37,9.88,10.46,6.45,9.68,10.02
2024-05-31 17:00:00,99.0,40.0,981.22,6.61,9.7,9.7,5.73,8.34,8.51
2024-05-31 17:02:00,99.0,38.0,981.2,6.02,9.23,9.57,6.34,9.97,10.29
2024-05-31 17:04:00,99.0,37.0,981.24,6.32,10.14,11.19,6.11,9.14,9.42
2024-05-31 17:06:00,99.0,38.0,981.24,6.53,9.76,10.59,5.73,7.98,8.2
2024-05-31 17:08:00,99.0,40.0,981.24,7.09,10.98,11.62,5.37,9.02,9.26
2024-05-31 17:10:00,99.0,41.0,981.13,6.93,10.12,10.88,6.25,10.0,10.19
2024-05-31 17:12:00,99.0,41.0,981.12,6.76,10.81,11.88,6.91,9.63,9.77
2024-05-31 17:14:00,99.0,39.0,981.04,7.4,12.09,13.04,7.32,11.11,11.32
2024-05-31 17:16:00,99.0,41.0,981.04,7.42,12.47,12.8,6.85,10.51,10.95
2024-05-31 17:18:00,99.0,37.0,981.0,6.57,10.02,10.78,6.58,9.91,10.09
2024-05-31 17:20:00,99.0,38.0,981.1,6.0,9.4,10.04,5.9,9.19,9.38
2024-05-31 17:22:00,99.0,39.0,981.2,6.4,9.58,10.55,6.09,9.05,9.38
2024-05-31 17:24:00,99.0,40.0,981.3,6.48,9.71,10.1,6.11,9.5,9.5
2024-05-31 17:26:00,99.0,39.0,981.32,7.12,10.59,12.14,6.33,9.56,9.91
2024-05-31 17:28:00,99.0,39.0,981.3,6.93,11.37,12.12,6.93,9.96,10.16
2024-05-31 17:30:00,99.0,38.0,981.26,7.41,11.19,11.78,6.55,9.84,10.1
2024-05-31 17:32:00,99.0,38.0,981.13,7.43,10.9,11.1,5.89,8.93,9.07
2024-05-31 17:34:00,99.0,38.0,981.02,7.65,12.18,12.95,7.46,11.72,11.78
2024-05-31 17:36:00,99.0,38.0,981.14,7.02,11.0,12.0,6.33,9.57,10.24
2024-05-31 17:38:00,99.0,38.0,981.3,6.81,10.51,11.24,6.46,9.79,10.02
2024-05-31 17:40:00,99.0,40.0,981.53,7.33,11.74,11.91,6.66,10.1,10.5
2024-05-31 17:42:00,98.0,40.0,981.73,7.15,10.38,11.24,6.48,9.31,9.53
2024-05-31 17:44:00,98.0,39.0,981.82,7.11,10.32,10.7,6.95,9.39,9.71
2024-05-31 17:46:00,98.0,39.0,981.87,8.0,12.35,13.56,7.85,10.87,10.91
2024-05-31 17:48:00,97.0,39.0,981.84,7.33,11.63,12.7,7.39,11.86,12.5
2024-05-31 17:50:00,97.0,40.0,981.81,6.42,10.07,11.2,6.56,10.12,10.41
2024-05-31 17:52:00,97.0,41.0,981.87,5.03,8.74,9.14,4.96,8.18,8.56
2024-05-31 17:54:00,96.0,42.0,981.89,5.2,9.24,10.15,5.4,8.18,8.45
2024-05-31 17:56:00,96.0,42.0,981.85,4.93,9.07,9.76,4.6,7.64,8.17
2024-05-31 17:58:00,95.0,43.0,981.9,4.74,7.12,8.11,4.47,7.91,8.25
2024-05-31 18:00:00,95.0,43.0,981.93,4.53,7.28,8.37,4.58,6.81,7.42
2024-05-31 18:02:00,94.0,45.0,981.92,3.89,6.09,7.38,4.56,6.98,7.12
2024-05-31 18:04:00,94.0,45.0,981.91,4.0,7.09,7.95,4.4,7.19,7.96
2024-05-31 18:06:00,94.0,47.0,982.28,4.97,7.62,9.6,4.54,7.59,7.72
2024-05-31 18:08:00,93.0,52.0,982.51,4.96,8.75,9.34,4.83,7.34,7.91
2024-05-31 18:10:00,92.0,54.0,982.75,5.31,8.54,10.02,4.74,7.55,7.91
2024-05-31 18:12:00,91.0,55.0,981.88,5.07,8.61,9.67,4.12,7.35,7.51
2024-05-31 18:14:00,92.0,55.0,983.17,4.46,8.0,8.58,4.89,7.73,8.09
2024-05-31 18:16:00,91.0,56.0,983.32,4.56,7.8,8.44,4.05,7.29,7.45
2024-05-31 18:18:00,91.0,56.0,983.54,4.85,8.54,9.95,4.4,7.42,7.45
2024-05-31 18:20:00,90.0,56.0,983.71,4.33,7.45,8.67,4.32,7.44,7.95
2024-05-31 18:22:00,90.0,56.0,983.79,3.72,6.78,7.56,4.16,6.69,6.88
2024-05-31 18:24:00,90.0,55.0,983.94,3.07,5.8,6.77,3.09,5.75,6.25
2024-05-31 18:26:00,89.0,56.0,984.06,3.25,5.23,6.21,2.38,4.18,4.48
2024-05-31 18:28:00,89.0,56.0,984.19,1.93,4.34,5.48,2.31,3.88,3.88
2024-05-31 18:30:00,89.0,57.0,984.24,1.88,3.77,4.16,1.9,3.62,3.76
2024-05-31 18:32:00,89.0,57.0,984.4,2.06,3.69,3.87,2.33,3.78,3.86
2024-05-31 18:34:00,88.0,58.0,984.48,2.11,4.05,5.09,1.7,3.19,3.79
2024-05-31 18:36:00,88.0,57.0,984.49,2.02,5.05,6.63,1.88,3.26,3.86
2024-05-31 18:38:00,88.0,58.0,984.39,1.44,2.8,2.8,2.09,3.24,3.28
2024-05-31 18:40:00,88.0,58.0,984.3,2.13,3.81,4.61,2.68,4.28,5.0
2024-05-31 18:42:00,88.0,57.0,984.19,2.98,5.15,5.36,2.48,4.17,4.28
2024-05-31 18:44:00,88.0,59.0,984.1,2.53,4.92,5.46,2.12,3.58,3.63
2024-05-31 18:46:00,88.0,60.0,984.05,2.64,4.52,5.18,2.39,3.2,3.36
2024-05-31 18:48:00,88.0,59.0,984.2,2.78,4.8,5.55,2.61,3.75,4.3
2024-05-31 18:50:00,88.0,60.0,984.26,2.67,5.06,6.15,2.51,4.16,4.37
2024-05-31 18:52:00,88.0,59.0,984.3,2.38,4.24,4.36,2.63,4.36,4.53
2024-05-31 18:54:00,88.0,59.0,984.29,2.05,4.69,4.69,2.53,3.95,3.95
2024-05-31 18:56:00,88.0,60.0,984.25,2.77,5.23,6.6,1.86,2.86,3.07
2024-05-31 18:58:00,88.0,61.0,984.16,3.02,4.8,5.15,2.47,3.93,3.93
2024-05-31 19:00:00,87.0,61.0,984.11,2.36,4.89,5.09,2.2,3.88,4.19
2024-05-31 19:02:00,87.0,61.0,984.1,2.43,4.7,5.58,2.48,4.14,4.31
2024-05-31 19:04:00,87.0,59.0,984.22,1.98,4.56,5.33,2.09,3.46,3.7
2024-05-31 19:06:00,87.0,59.0,984.29,2.11,3.61,3.89,1.81,2.93,3.15
2024-05-31 19:08:00,87.0,56.0,984.38,2.18,4.09,4.62,2.57,3.79,3.79
2024-05-31 19:10:00,87.0,60.0,984.47,2.22,4.2,5.09,2.16,3.33,3.5
2024-05-31 19:12:00,87.0,61.0,984.48,1.88,3.36,4.2,1.62,3.05,3.57
2024-05-31 19:14:00,87.0,61.0,984.56,1.81,3.05,3.56,1.82,2.64,2.82
2024-05-31 19:16:00,87.0,61.0,984.69,2.51,4.42,4.42,2.07,3.18,3.41
2024-05-31 19:18:00,87.0,60.0,984.28,2.29,3.84,4.05,1.45,2.95,2.95
2024-05-31 19:20:00,87.0,60.0,984.7,2.2,3.71,4.48,1.67,2.83,2.97
2024-05-31 19:22:00,87.0,58.0,984.69,1.91,3.58,3.67,1.7,2.78,2.95
2024-05-31 19:24:00,87.0,60.0,984.68,2.05,3.4,3.84,2.28,3.79,4.07
2024-05-31 19:26:00,87.0,60.0,984.64,2.57,4.05,4.26,2.98,4.96,4.98
2024-05-31 19:28:00,87.0,60.0,984.66,2.64,5.18,5.42,3.51,5.42,5.75
2024-05-31 19:30:00,87.0,58.0,984.65,3.21,5.77,6.72,2.45,3.97,4.19
2024-05-31 19:32:00,86.0,59.0,983.71,3.27,5.05,5.75,2.86,4.43,4.6
2024-05-31 19:34:00,87.0,58.0,984.61,2.39,4.57,5.16,2.41,4.07,4.23
2024-05-31 19:36:00,87.0,59.0,984.49,3.19,5.07,5.28,3.05,4.12,4.12
2024-05-31 19:38:00,87.0,53.0,984.44,2.51,3.85,4.29,2.32,4.0,4.08
2024-05-31 19:40:00,87.0,58.0,984.43,3.39,5.46,6.28,3.28,5.0,5.45
2024-05-31 19:42:00,87.0,59.0,984.42,3.85,6.72,7.02,3.76,5.79,5.84
2024-05-31 19:44:00,87.0,61.0,984.44,4.14,7.26,8.6,4.39,7.07,7.16
2024-05-31 19:46:00,87.0,61.0,984.57,5.57,8.73,9.45,5.49,7.95,8.29
2024-05-31 19:48:00,87.0,61.0,984.6,6.2,8.77,9.05,5.4,7.89,8.02
2024-05-31 19:50:00,87.0,61.0,984.65,6.35,9.22,9.59,5.97,8.45,8.98
2024-05-31 19:52:00,87.0,61.0,984.66,5.58,8.19,9.0,6.14,9.34,9.78
2024-05-31 19:54:00,86.0,58.0,984.7,6.29,9.21,9.52,6.0,8.79,8.93
2024-05-31 19:56:00,86.0,60.0,984.72,6.58,9.65,9.93,5.71,8.88,9.02
2024-05-31 19:58:00,87.0,62.0,984.79,6.72,10.31,10.97,6.25,9.7,9.95
2024-05-31 20:00:00,87.0,59.0,984.85,6.62,11.25,11.56,5.86,9.22,9.22
2024-05-31 20:02:00,87.0,60.0,984.8,7.17,11.22,11.98,6.66,10.16,10.36
2024-05-31 20:04:00,86.0,59.0,984.85,7.84,12.76,13.88,7.58,10.95,11.26
2024-05-31 20:06:00,86.0,57.0,984.82,7.21,10.44,11.89,6.66,9.88,9.88
2024-05-31 20:08:00,86.0,55.0,984.83,7.25,11.09,12.24,5.72,8.54,8.54
2024-05-31 20:10:00,86.0,60.0,984.81,8.8,13.22,14.25,7.1,10.76,11.17
2024-05-31 20:12:00,87.0,60.0,984.76,8.88,13.89,14.79,8.84,11.88,12.02
2024-05-31 20:14:00,87.0,61.0,984.6800000000001,8.885,13.645,14.855,8.195,12.055,12.28
2024-05-31 20:16:00,86.0,60.0,984.65,9.33,13.47,14.4,8.46,12.46,12.73
2024-05-31 20:18:00,86.0,56.0,984.58,8.04,13.63,14.69,8.1,11.07,11.56
2024-05-31 20:20:00,86.0,61.0,984.6,10.25,16.04,16.73,9.14,13.53,13.53
2024-05-31 20:22:00,86.0,59.0,984.6,9.63,14.32,15.6,9.35,13.93,14.4
2024-05-31 20:24:00,86.0,61.0,984.67,10.82,17.4,18.35,9.8,14.69,15.75
2024-05-31 20:26:00,86.0,60.0,984.66,11.09,17.46,19.02,9.74,14.84,15.09
2024-05-31 20:28:00,86.0,57.0,984.63,10.41,17.26,17.56,9.25,13.86,14.28
2024-05-31 20:30:00,86.0,58.0,984.61,10.73,15.95,17.18,9.46,14.47,14.86
2024-05-31 20:32:00,86.0,57.0,984.6,10.79,17.17,17.86,10.51,16.47,16.75
2024-05-31 20:34:00,86.0,59.0,984.5,11.17,18.5,19.86,10.02,15.4,15.71
2024-05-31 20:36:00,86.0,60.0,984.53,10.79,15.73,16.36,10.36,15.2,15.89
2024-05-31 20:38:00,86.0,58.0,984.47,10.73,17.05,17.85,10.07,15.03,15.05
2024-05-31 20:40:00,86.0,56.0,984.45,10.24,16.8,18.26,10.02,14.9,15.34
2024-05-31 20:42:00,86.0,54.0,984.42,10.75,15.77,17.52,8.84,12.86,13.28
2024-05-31 20:44:00,86.0,54.0,984.35,10.84,16.75,16.96,11.18,15.32,15.63
2024-05-31 20:46:00,86.0,55.0,984.34,9.83,15.27,16.69,9.88,13.93,14.66
2024-05-31 20:48:00,86.0,58.0,984.34,9.69,13.56,14.31,9.0,12.91,13.16
2024-05-31 20:50:00,85.0,56.0,984.3,9.36,13.23,13.7,8.86,12.02,12.28
2024-05-31 20:52:00,85.0,56.0,984.27,8.46,12.59,13.39,7.74,11.0,11.24
2024-05-31 20:54:00,85.0,60.0,984.22,8.4,11.93,11.93,7.28,11.47,11.63
2024-05-31 20:56:00,85.0,58.0,984.22,8.89,14.14,14.79,7.87,12.44,13.0
2024-05-31 20:58:00,85.0,55.0,984.14,10.47,15.8,17.96,9.0,13.0,13.19
2024-05-31 21:00:00,85.0,55.0,984.14,12.83,19.58,20.46,12.44,18.09,18.54
2024-05-31 21:02:00,85.0,61.0,984.25,16.54,26.45,27.43,17.48,25.72,26.09
2024-05-31 21:04:00,85.0,59.0,984.3,16.32,25.95,27.28,16.38,25.62,26.43
2024-05-31 21:06:00,85.0,58.0,984.3,16.96,27.38,29.38,17.19,27.02,27.81
2024-05-31 21:08:00,85.0,58.0,984.32,16.9,25.67,26.57,15.45,23.59,23.79
2024-05-31 21:10:00,85.0,59.0,984.27,15.96,24.12,25.6,14.88,23.52,23.91
2024-05-31 21:12:00,85.0,60.0,984.36,16.09,23.91,24.98,14.89,22.29,23.22
2024-05-31 21:14:00,85.0,60.0,984.4,15.41,25.51,27.59,14.95,22.95,24.12
2024-05-31 21:16:00,85.0,58.0,984.41,14.47,22.63,23.3,13.74,21.19,21.19
2024-05-31 21:18:00,85.0,56.0,984.35,14.6,22.67,23.85,12.3,19.19,19.39
2024-05-31 21:20:00,85.0,60.0,984.35,12.96,20.12,20.9,12.19,19.02,19.45
2024-05-31 21:22:00,85.0,60.0,984.32,12.8,20.65,22.38,12.48,18.0,18.45
2024-05-31 21:24:00,85.0,60.0,984.35,13.04,21.56,23.0,12.11,19.31,19.54
2024-05-31 21:26:00,85.0,59.0,984.35,12.8,20.34,21.82,12.23,18.88,19.82
2024-05-31 21:28:00,85.0,58.0,984.35,11.06,17.69,18.81,10.83,17.34,17.64
2024-05-31 21:30:00,85.0,59.0,984.33,12.14,18.32,20.04,10.6,15.88,16.05
2024-05-31 21:32:00,85.0,58.0,984.36,10.54,17.1,18.68,9.43,13.94,14.35
2024-05-31 21:34:00,85.0,57.0,984.42,10.95,16.0,16.61,10.52,14.52,14.88
2024-05-31 21:36:00,85.0,57.0,984.46,10.26,16.52,17.81,9.11,13.37,13.59
2024-05-31 21:38:00,85.0,60.0,984.5,10.19,16.58,17.79,9.18,13.75,13.93
2024-05-31 21:40:00,85.0,61.0,984.52,10.62,17.06,17.37,9.3,13.67,14.11
2024-05-31 21:42:00,85.0,59.0,984.54,10.47,16.36,17.48,10.07,14.13,14.13
2024-05-31 21:44:00,85.0,60.0,984.56,11.12,16.75,18.0,10.81,15.51,15.81
2024-05-31 21:46:00,85.0,60.0,984.54,12.38,18.2,19.89,12.02,17.33,17.59
2024-05-31 21:48:00,85.0,61.0,984.55,14.73,22.96,24.29,13.79,21.12,21.4
2024-05-31 21:50:00,85.0,60.0,984.55,16.44,26.39,27.78,14.73,22.62,23.0
2024-05-31 21:52:00,85.0,61.0,984.58,17.71,26.53,28.15,15.75,23.89,24.55
2024-05-31 21:54:00,85.0,62.0,984.57,16.33,25.33,26.21,15.21,22.45,22.5
2024-05-31 21:56:00,85.0,64.0,984.6,18.89,29.56,32.09,17.65,26.35,27.22
2024-05-31 21:58:00,85.0,61.0,984.62,17.92,28.23,29.25,16.9,25.5,26.4
2024-05-31 22:00:00,85.0,60.0,984.7,18.45,28.66,30.28,16.1,24.17,24.63
2024-05-31 22:02:00,85.0,61.0,984.67,18.38,26.27,28.18,16.79,25.76,25.83
2024-05-31 22:04:00,84.0,61.0,984.7,17.88,27.03,29.21,16.67,24.85,25.13
2024-05-31 22:06:00,85.0,63.0,984.78,18.11,26.61,27.75,17.46,24.39,24.62
2024-05-31 22:08:00,83.0,63.0,983.52,18.84,28.47,30.41,17.85,26.71,27.56
2024-05-31 22:10:00,84.0,62.0,984.78,18.98,29.93,31.89,17.71,25.35,26.2
2024-05-31 22:12:00,84.0,64.0,984.73,15.75,24.75,26.42,15.09,21.89,22.27
2024-05-31 22:14:00,85.0,64.0,984.77,14.64,21.18,22.16,13.24,18.9,19.29
2024-05-31 22:16:00,84.0,63.0,984.76,14.07,19.82,20.48,13.46,20.98,21.2
2024-05-31 22:18:00,84.0,63.0,984.73,13.64,19.58,20.98,12.45,17.91,18.3
2024-05-31 22:20:00,85.0,61.0,984.74,13.7,19.56,21.69,12.9,17.57,17.84
2024-05-31 22:22:00,84.0,62.0,984.72,14.13,21.0,21.83,13.38,18.65,18.65
2024-05-31 22:24:00,84.0,64.0,984.67,13.29,19.52,20.33,12.53,18.71,18.75
2024-05-31 22:26:00,84.0,65.0,984.7,12.13,17.84,18.42,12.47,17.67,17.95
2024-05-31 22:28:00,84.0,64.0,984.69,11.76,17.35,18.41,11.8,16.44,17.15
2024-05-31 22:30:00,84.0,61.0,984.68,11.67,18.74,19.72,11.69,15.67,15.71
2024-05-31 22:32:00,84.0,64.0,984.63,12.34,17.29,17.81,12.22,17.41,17.43
2024-05-31 22:34:00,84.0,64.0,984.67,11.74,17.21,17.79,11.53,15.72,16.26
2024-05-31 22:36:00,84.0,64.0,984.65,11.81,18.11,18.86,11.34,16.23,16.93
2024-05-31 22:38:00,84.0,64.0,984.67,11.68,17.25,18.11,11.07,15.95,16.19
2024-05-31 22:40:00,84.0,64.0,984.61,12.11,16.38,17.4,11.16,15.77,16.36
2024-05-31 22:42:00,84.0,64.0,984.57,11.84,17.27,17.85,11.95,16.45,16.62
2024-05-31 22:44:00,84.0,66.0,984.5,12.0,18.25,19.07,11.91,16.09,16.35
2024-05-31 22:46:00,84.0,63.0,984.52,11.16,16.51,17.32,11.41,15.95,16.1
2024-05-31 22:48:00,84.0,64.0,984.51,12.25,16.48,16.87,11.14,15.92,16.05
2024-05-31 22:50:00,84.0,65.0,984.45,10.69,15.89,17.11,11.27,15.71,15.88
2024-05-31 22:52:00,84.0,63.0,984.4,11.56,16.42,16.68,10.37,15.0,15.25
2024-05-31 22:54:00,85.0,63.0,984.43,11.02,17.16,17.42,10.45,15.07,15.3
2024-05-31 22:56:00,84.0,61.0,984.37,11.32,15.21,16.54,10.17,13.98,14.74
2024-05-31 22:58:00,84.0,61.0,984.38,11.0,16.05,16.86,10.46,14.18,14.23
2024-05-31 23:00:00,84.0,61.0,984.42,10.89,15.41,15.57,9.77,13.75,14.29
2024-05-31 23:02:00,84.0,64.0,984.44,12.02,18.05,19.2,11.05,14.84,16.0
2024-05-31 23:04:00,84.0,62.0,984.41,11.32,16.18,17.39,10.89,14.59,14.86
2024-05-31 23:06:00,84.0,62.0,984.44,11.55,16.87,18.15,11.58,15.68,16.07
2024-05-31 23:08:00,84.0,64.0,984.48,11.77,16.96,17.42,11.31,16.33,16.53
2024-05-31 23:10:00,84.0,64.0,984.54,11.42,16.7,17.79,11.66,16.66,17.21
2024-05-31 23:12:00,84.0,64.0,984.55,11.72,16.64,17.83,10.76,15.35,15.84
2024-05-31 23:14:00,84.0,62.0,984.35,10.73,15.69,17.47,9.93,14.02,14.48
2024-05-31 23:16:00,84.0,64.0,984.55,10.93,15.64,16.34,10.27,14.73,15.58
2024-05-31 23:18:00,84.0,64.0,984.58,11.57,15.89,16.54,9.98,13.8,14.18
2024-05-31 23:20:00,84.0,64.0,984.52,10.32,15.23,15.23,11.12,14.16,14.16
2024-05-31 23:22:00,84.0,64.0,984.52,10.35,15.35,16.0,9.39,13.61,13.86
2024-05-31 23:24:00,84.0,64.0,984.49,9.87,14.28,15.25,9.5,12.95,13.05
2024-05-31 23:26:00,84.0,65.0,984.48,11.0,16.39,17.0,9.98,13.36,14.32
2024-05-31 23:28:00,84.0,63.0,984.49,10.51,14.73,14.85,10.0,13.93,14.36
2024-05-31 23:30:00,84.0,65.0,984.46,11.0,16.2,16.41,11.43,15.6,15.91
2024-05-31 23:32:00,84.0,63.0,984.39,12.74,17.71,19.07,12.46,16.62,17.46
2024-05-31 23:34:00,84.0,64.0,984.38,12.98,18.02,18.28,13.12,16.74,16.93
2024-05-31 23:36:00,84.0,63.0,984.39,14.7,20.93,21.54,14.48,19.19,19.41
2024-05-31 23:38:00,84.0,64.0,984.39,14.0,19.43,20.07,13.81,19.02,19.26
2024-05-31 23:40:00,84.0,63.0,984.31,14.4,19.67,20.8,13.46,17.81,18.42
2024-05-31 23:42:00,84.0,64.0,984.34,14.22,19.05,20.21,15.29,19.71,19.88
2024-05-31 23:44:00,84.0,65.0,984.31,17.14,24.23,24.75,16.79,21.82,21.91
2024-05-31 23:46:00,84.0,64.0,984.26,16.8,22.64,23.79,16.26,21.61,21.84
2024-05-31 23:48:00,84.0,63.0,984.24,16.15,22.59,22.94,15.26,20.18,20.28
2024-05-31 23:50:00,84.0,65.0,984.21,17.2,23.11,24.64,16.82,21.86,22.2
2024-05-31 23:52:00,84.0,65.0,984.22,16.04,21.51,21.6,15.8,20.25,20.65
2024-05-31 23:54:00,84.0,66.0,984.13,17.63,26.17,27.71,16.1,21.1,21.5
2024-05-31 23:56:00,84.0,64.0,984.11,17.57,23.98,24.84,16.81,21.89,22.07
2024-05-31 23:58:00,84.0,65.0,984.14,16.69,22.95,24.18,15.76,20.66,20.86
2024-06-01 00:02:00,84.0,64.0,984.15,16.07,21.88,22.97,14.2,18.91,19.12
2024-06-01 00:04:00,84.0,63.0,984.18,14.36,20.62,21.31,13.77,18.68,18.8
2024-06-01 00:06:00,84.0,65.0,984.19,14.0,19.95,20.98,13.23,18.75,19.35
2024-06-01 00:08:00,84.0,63.0,984.24,14.51,20.47,22.47,13.33,18.33,18.51
2024-06-01 00:10:00,84.0,63.0,984.22,13.86,20.54,21.86,13.38,18.3,18.88
2024-06-01 00:12:00,84.0,62.0,984.18,13.57,18.93,19.79,13.11,17.55,17.95
2024-06-01 00:14:00,84.0,64.0,984.12,15.19,20.02,20.4,13.26,18.4,18.55
2024-06-01 00:16:00,84.0,63.0,984.1,15.12,21.72,22.42,14.6,20.06,20.28
2024-06-01 00:18:00,84.0,66.0,984.09,16.22,23.73,25.71,15.4,21.1,21.52
2024-06-01 00:20:00,84.0,64.0,984.12,14.38,21.75,22.38,14.52,19.59,19.76
2024-06-01 00:22:00,84.0,65.0,984.14,14.87,21.6,22.2,14.55,20.86,21.45
2024-06-01 00:24:00,84.0,65.0,984.18,15.41,21.31,22.08,13.98,19.23,19.41
2024-06-01 00:26:00,84.0,63.0,984.22,14.89,20.68,23.02,13.6,18.6,18.66
2024-06-01 00:28:00,84.0,64.0,984.18,15.47,20.87,21.82,13.69,19.12,19.43
2024-06-01 00:30:00,84.0,66.0,984.23,16.11,21.96,23.39,15.84,22.09,22.21
2024-06-01 00:32:00,84.0,66.0,984.28,17.96,25.49,26.7,17.02,23.66,23.73
2024-06-01 00:34:00,84.0,62.0,984.29,15.84,21.5,22.57,15.49,20.56,21.33
2024-06-01 00:36:00,84.0,62.0,984.31,16.79,22.98,24.21,16.87,22.67,22.89
2024-06-01 00:38:00,84.0,64.0,984.33,21.89,32.29,33.32,21.14,30.03,30.52
2024-06-01 00:40:00,84.0,64.0,984.29,18.93,27.81,28.8,19.21,26.32,26.54
2024-06-01 00:42:00,84.0,64.0,984.29,17.82,26.28,27.61,18.26,25.84,26.35
2024-06-01 00:44:00,84.0,64.0,984.34,20.21,29.62,30.84,19.34,27.04,27.62
2024-06-01 00:46:00,84.0,66.0,984.33,19.54,28.09,30.91,18.53,25.59,26.58
2024-06-01 00:48:00,84.0,63.0,984.28,21.65,30.75,32.64,19.19,29.28,29.52
2024-06-01 00:50:00,84.0,64.0,984.29,26.0,39.69,41.84,25.48,39.28,40.02
2024-06-01 00:52:00,84.0,63.0,984.23,24.04,36.8,38.2,23.19,33.53,34.75
2024-06-01 00:54:00,84.0,64.0,984.21,25.21,37.12,39.07,24.61,37.29,37.98
2024-06-01 00:56:00,84.0,63.0,984.2,24.34,36.83,39.98,23.19,34.37,34.98
2024-06-01 00:58:00,84.0,64.0,984.18,23.67,34.57,35.65,21.88,32.1,32.45
2024-06-01 01:00:00,84.0,64.0,984.15,21.72,32.15,34.04,20.02,29.54,29.63
2024-06-01 01:02:00,84.0,65.0,984.14,24.98,35.25,37.64,22.42,31.51,31.79
2024-06-01 01:04:00,84.0,64.0,984.09,22.28,31.49,33.05,21.46,31.4,32.16
2024-06-01 01:06:00,84.0,65.0,984.09,22.07,32.68,34.21,21.09,30.31,31.0
2024-06-01 01:08:00,84.0,65.0,984.05,23.54,33.91,34.83,21.79,30.7,31.58
2024-06-01 01:10:00,84.0,67.0,984.03,25.09,36.22,37.87,23.17,33.07,33.59
2024-06-01 01:12:00,84.0,64.0,983.99,23.02,33.71,35.42,21.79,30.0,30.41
2024-06-01 01:14:00,84.0,66.0,984.01,23.56,31.58,32.67,22.32,30.27,31.0
2024-06-01 01:16:00,84.0,67.0,983.99,25.4,36.64,37.95,23.73,33.27,34.0
2024-06-01 01:18:00,84.0,65.0,983.97,26.11,38.51,39.44,23.02,32.49,33.08
2024-06-01 01:20:00,84.0,65.0,983.96,26.07,35.87,37.87,23.66,33.07,33.64
2024-06-01 01:22:00,84.0,62.0,983.94,25.12,35.36,37.14,22.27,31.44,31.85
2024-06-01 01:24:00,84.0,66.0,983.94,28.51,40.4,41.84,25.36,35.93,37.13
2024-06-01 01:26:00,84.0,66.0,983.92,28.12,40.25,42.0,26.86,37.43,37.66
2024-06-01 01:28:00,84.0,66.0,983.85,31.61,44.8,47.2,28.47,39.95,40.68
2024-06-01 01:30:00,84.0,65.0,983.83,29.86,41.84,44.39,27.29,38.6,39.05
2024-06-01 01:32:00,84.0,65.0,983.86,31.32,44.54,46.62,27.61,39.52,40.12
2024-06-01 01:34:00,84.0,66.0,983.85,31.49,44.24,45.07,31.54,44.22,45.05
2024-06-01 01:36:00,84.0,65.0,983.85,28.88,42.23,43.8,28.11,38.96,39.55
2024-06-01 01:38:00,84.0,64.0,983.86,28.57,38.45,40.09,25.85,36.51,37.1
2024-06-01 01:40:00,84.0,64.0,983.84,30.85,44.09,45.91,25.86,36.11,36.74
2024-06-01 01:42:00,84.0,65.0,983.76,25.09,35.49,36.25,23.93,33.18,33.71
2024-06-01 01:44:00,83.0,65.0,982.77,24.36,35.37,36.68,24.21,33.4,33.89
2024-06-01 01:46:00,84.0,65.0,983.72,24.2,33.5,35.43,22.09,30.45,31.12
2024-06-01 01:48:00,84.0,65.0,983.75,22.73,32.38,33.75,21.29,29.02,29.37
2024-06-01 01:50:00,84.0,64.0,983.7,21.96,32.85,34.25,21.16,28.71,29.62
2024-06-01 01:52:00,84.0,62.0,983.69,22.1,32.410000000000004,34.405,20.42,28.77,29.47
2024-06-01 01:54:00,84.0,64.0,983.71,22.43,32.45,33.23,21.62,30.8,31.22
2024-06-01 01:56:00,84.0,63.0,983.63,22.76,32.8,34.76,21.5,31.34,31.9
2024-06-01 01:58:00,84.0,66.0,983.63,24.06,34.31,36.52,22.04,32.91,33.5
2024-06-01 02:00:00,84.0,63.0,983.32,22.16,33.25,34.58,21.88,31.04,32.25
2024-06-01 02:02:00,84.0,64.0,983.56,21.91,32.29,33.58,20.98,29.02,30.45
2024-06-01 02:04:00,84.0,65.0,983.54,23.14,34.79,36.5,20.52,30.88,31.71
2024-06-01 02:06:00,84.0,66.0,983.53,23.58,36.27,38.65,20.73,31.12,32.19
2024-06-01 02:08:00,84.0,65.0,983.48,22.95,33.77,36.38,22.07,31.84,32.54
2024-06-01 02:10:00,84.0,64.0,983.49,22.54,32.84,35.49,21.4,31.31,31.56
2024-06-01 02:12:00,84.0,65.0,983.45,23.73,36.07,38.41,22.51,34.54,35.33
2024-06-01 02:14:00,84.0,64.0,983.53,22.18,30.75,32.54,20.84,31.35,31.89
2024-06-01 02:16:00,84.0,65.0,983.45,23.82,36.66,38.36,21.91,31.19,31.82
2024-06-01 02:18:00,84.0,62.0,983.47,22.6,34.44,35.87,22.1,33.86,35.0
