DateTime,temp_c_ple,humidity_ple,pressure_ple,pm1_0a,pm2_5a,pm10_0a,pm1_0b,pm2_5b,pm10_0b,temp_c_keg,humidity_keg,pressure_keg,pm1_0k,pm2_5k,pm10_0k
2024-05-31 19:20:00,30.56,60.0,984.7,2.2,3.71,4.48,1.67,2.83,2.97,29.36,64.37,98498.4,2.01,2.98,3.66
2024-05-31 19:22:00,30.56,58.0,984.69,1.91,3.58,3.67,1.7,2.78,2.95,29.27,63.74,98498.9,1.74,2.91,3.39
2024-05-31 19:24:00,30.56,60.0,984.68,2.05,3.4,3.84,2.28,3.79,4.07,29.24,64.0,98495.46,3.21,4.64,4.79
2024-05-31 19:26:00,30.56,60.0,984.64,2.57,4.05,4.26,2.98,4.96,4.98,29.23,65.98,98491.03,3.65,5.36,5.36
2024-05-31 19:28:00,30.56,60.0,984.66,2.64,5.18,5.42,3.51,5.42,5.75,29.22,66.37,98489.85,3.28,4.95,5.69
2024-05-31 19:30:00,30.56,58.0,984.65,3.21,5.77,6.72,2.45,3.97,4.19,29.16,66.8,98491.92,3.65,5.84,5.98
2024-05-31 19:32:00,30.0,59.0,983.71,3.27,5.05,5.75,2.86,4.43,4.6,29.09,65.46,98489.8,3.04,4.61,4.81
2024-05-31 19:34:00,30.56,58.0,984.61,2.39,4.57,5.16,2.41,4.07,4.23,29.03,62.55,98484.16,2.81,4.0,4.45
2024-05-31 19:36:00,30.56,59.0,984.49,3.19,5.07,5.28,3.05,4.12,4.12,28.96,61.88,98479.59,2.71,4.12,4.95
2024-05-31 19:38:00,30.56,53.0,984.44,2.51,3.85,4.29,2.32,4.0,4.08,28.9,61.35,98472.04,3.46,4.91,5.26
2024-05-31 19:40:00,30.56,58.0,984.43,3.39,5.46,6.28,3.28,5.0,5.45,28.84,59.74,98464.7,3.44,4.99,5.21
2024-05-31 19:42:00,30.56,59.0,984.42,3.85,6.72,7.02,3.76,5.79,5.84,28.79,62.26,98464.11,4.0,6.61,7.2
2024-05-31 19:44:00,30.56,61.0,984.44,4.14,7.26,8.6,4.39,7.07,7.16,28.82,64.5,98463.37,4.76,7.15,7.38
2024-05-31 19:46:00,30.56,61.0,984.57,5.57,8.73,9.45,5.49,7.95,8.29,28.85,66.51,98469.63,6.26,9.04,9.05
2024-05-31 19:48:00,30.56,61.0,984.6,6.2,8.77,9.05,5.4,7.89,8.02,28.84,67.51,98476.11,6.49,9.12,9.69
2024-05-31 19:50:00,30.56,61.0,984.65,6.35,9.22,9.59,5.97,8.45,8.98,28.75,67.8,98484.62,7.41,9.85,9.95
2024-05-31 19:52:00,30.56,61.0,984.66,5.58,8.19,9.0,6.14,9.34,9.78,28.68,67.93,98487.5,7.18,9.7,9.95
2024-05-31 19:54:00,30.0,58.0,984.7,6.29,9.21,9.52,6.0,8.79,8.93,28.67,67.67,98489.96,6.82,9.7,10.56
2024-05-31 19:56:00,30.0,60.0,984.72,6.58,9.65,9.93,5.71,8.88,9.02,28.63,65.68,98492.27,5.95,9.2,9.88
2024-05-31 19:58:00,30.56,62.0,984.79,6.72,10.31,10.97,6.25,9.7,9.95,28.66,66.17,98496.15,7.66,10.82,11.02
2024-05-31 20:00:00,30.56,59.0,984.85,6.62,11.25,11.56,5.86,9.22,9.22,28.7,67.61,98499.06,7.65,11.2,11.3
2024-05-31 20:02:00,30.56,60.0,984.8,7.17,11.22,11.98,6.66,10.16,10.36,28.7,67.5,98501.05,7.26,10.19,10.48
2024-05-31 20:04:00,30.0,59.0,984.85,7.84,12.76,13.88,7.58,10.95,11.26,28.65,66.77,98501.07,8.8,12.99,13.8
2024-05-31 20:06:00,30.0,57.0,984.82,7.21,10.44,11.89,6.66,9.88,9.88,28.62,65.12,98501.2,7.75,10.96,10.96
2024-05-31 20:08:00,30.0,55.0,984.83,7.25,11.09,12.24,5.72,8.54,8.54,28.55,61.3,98498.98,8.35,12.22,12.22
2024-05-31 20:10:00,30.0,60.0,984.81,8.8,13.22,14.25,7.1,10.76,11.17,28.53,62.35,98499.02,8.92,12.87,13.7
2024-05-31 20:12:00,30.56,60.0,984.76,8.88,13.89,14.79,8.84,11.88,12.02,28.55,66.47,98497.19,9.72,13.71,14.56
2024-05-31 20:14:00,30.56,61.0,984.68,8.88,13.64,14.86,8.2,12.06,12.28,28.58,67.83,98494.22,10.61,14.5,15.02
2024-05-31 20:16:00,30.0,60.0,984.65,9.33,13.47,14.4,8.46,12.46,12.73,28.6,67.83,98490.64,8.91,13.48,14.26
2024-05-31 20:18:00,30.0,56.0,984.58,8.04,13.63,14.69,8.1,11.07,11.56,28.56,65.75,98488.14,9.48,13.75,14.55
2024-05-31 20:20:00,30.0,61.0,984.6,10.25,16.04,16.73,9.14,13.53,13.53,28.55,65.14,98486.2,9.68,14.14,15.31
2024-05-31 20:22:00,30.0,59.0,984.6,9.63,14.32,15.6,9.35,13.93,14.4,28.5,64.25,98481.37,10.15,15.36,16.35
2024-05-31 20:24:00,30.0,61.0,984.67,10.82,17.4,18.35,9.8,14.69,15.75,28.43,64.85,98479.01,10.49,15.16,15.89
2024-05-31 20:26:00,30.0,60.0,984.66,11.09,17.46,19.02,9.74,14.84,15.09,28.37,64.81,98479.33,10.52,16.3,17.36
2024-05-31 20:28:00,30.0,57.0,984.63,10.41,17.26,17.56,9.25,13.86,14.28,28.37,67.67,98483.68,11.95,17.35,17.98
2024-05-31 20:30:00,30.0,58.0,984.61,10.73,15.95,17.18,9.46,14.47,14.86,28.32,67.06,98483.64,11.31,16.39,17.2
2024-05-31 20:32:00,30.0,57.0,984.6,10.79,17.17,17.86,10.51,16.47,16.75,28.26,63.98,98482.01,10.51,16.55,17.71
2024-05-31 20:34:00,30.0,59.0,984.5,11.17,18.5,19.86,10.02,15.4,15.71,28.2,66.39,98480.08,12.15,18.38,19.2
2024-05-31 20:36:00,30.0,60.0,984.53,10.79,15.73,16.36,10.36,15.2,15.89,28.13,65.32,98474.01,11.04,16.16,16.74
2024-05-31 20:38:00,30.0,58.0,984.47,10.73,17.05,17.85,10.07,15.03,15.05,28.09,65.54,98470.07,11.12,16.91,18.16
2024-05-31 20:40:00,30.0,56.0,984.45,10.24,16.8,18.26,10.02,14.9,15.34,28.04,65.83,98469.92,11.4,15.31,16.14
2024-05-31 20:42:00,30.0,54.0,984.42,10.75,15.77,17.52,8.84,12.86,13.28,27.91,61.35,98464.99,11.25,16.5,17.21
2024-05-31 20:44:00,30.0,54.0,984.35,10.84,16.75,16.96,11.18,15.32,15.63,27.82,59.3,98463.1,11.02,15.74,16.41
2024-05-31 20:46:00,30.0,55.0,984.34,9.83,15.27,16.69,9.88,13.93,14.66,27.78,59.97,98457.82,12.8,18.12,18.2
2024-05-31 20:48:00,30.0,58.0,984.34,9.69,13.56,14.31,9.0,12.91,13.16,27.75,59.54,98454.47,12.51,16.92,17.2
2024-05-31 20:50:00,29.44,56.0,984.3,9.36,13.23,13.7,8.86,12.02,12.28,27.77,62.04,98452.93,10.78,14.8,15.05
2024-05-31 20:52:00,29.44,56.0,984.27,8.46,12.59,13.39,7.74,11.0,11.24,27.76,60.44,98449.0,9.36,13.69,14.16
2024-05-31 20:54:00,29.44,60.0,984.22,8.4,11.93,11.93,7.28,11.47,11.63,27.73,58.61,98443.81,8.81,12.74,13.56
2024-05-31 20:56:00,29.44,58.0,984.22,8.89,14.14,14.79,7.87,12.44,13.0,27.68,62.54,98441.51,8.52,12.21,13.28
2024-05-31 20:58:00,29.44,55.0,984.14,10.47,15.8,17.96,9.0,13.0,13.19,27.67,63.24,98439.75,9.71,13.78,14.22
2024-05-31 21:00:00,29.44,55.0,984.14,12.83,19.58,20.46,12.44,18.09,18.54,27.66,62.46,98437.27,10.35,14.42,15.29
2024-05-31 21:02:00,29.44,61.0,984.25,16.54,26.45,27.43,17.48,25.72,26.09,27.6,61.6,98434.01,13.81,19.89,20.49
2024-05-31 21:04:00,29.44,59.0,984.3,16.32,25.95,27.28,16.38,25.62,26.43,27.51,64.31,98436.84,18.11,26.69,28.12
2024-05-31 21:06:00,29.44,58.0,984.3,16.96,27.38,29.38,17.19,27.02,27.81,27.48,64.78,98446.65,19.95,29.45,30.26
2024-05-31 21:08:00,29.44,58.0,984.32,16.9,25.67,26.57,15.45,23.59,23.79,27.52,65.69,98450.45,18.06,27.63,29.16
2024-05-31 21:10:00,29.44,59.0,984.27,15.96,24.12,25.6,14.88,23.52,23.91,27.46,63.6,98451.39,17.43,25.58,26.68
2024-05-31 21:12:00,29.44,60.0,984.36,16.09,23.91,24.98,14.89,22.29,23.22,27.41,60.64,98446.53,16.39,23.8,24.64
2024-05-31 21:14:00,29.44,60.0,984.4,15.41,25.51,27.59,14.95,22.95,24.12,27.43,62.95,98451.77,15.99,25.72,27.0
2024-05-31 21:16:00,29.44,58.0,984.41,14.47,22.63,23.3,13.74,21.19,21.19,27.42,63.85,98457.11,16.39,24.29,25.92
2024-05-31 21:18:00,29.44,56.0,984.35,14.6,22.67,23.85,12.3,19.19,19.39,27.36,61.77,98458.05,14.36,21.18,21.95
2024-05-31 21:20:00,29.44,60.0,984.35,12.96,20.12,20.9,12.19,19.02,19.45,27.31,61.65,98455.08,13.79,20.86,22.04
2024-05-31 21:22:00,29.44,60.0,984.32,12.8,20.65,22.38,12.48,18.0,18.45,27.32,60.41,98450.37,14.11,20.24,20.65
2024-05-31 21:24:00,29.44,60.0,984.35,13.04,21.56,23.0,12.11,19.31,19.54,27.41,65.47,98451.05,13.12,19.54,20.49
2024-05-31 21:26:00,29.44,59.0,984.35,12.8,20.34,21.82,12.23,18.88,19.82,27.44,64.89,98450.46,14.11,19.96,21.2
2024-05-31 21:28:00,29.44,58.0,984.35,11.06,17.69,18.81,10.83,17.34,17.64,27.41,65.4,98453.04,13.04,18.74,19.16
2024-05-31 21:30:00,29.44,59.0,984.33,12.14,18.32,20.04,10.6,15.88,16.05,27.38,66.37,98456.04,12.49,18.56,19.42
2024-05-31 21:32:00,29.44,58.0,984.36,10.54,17.1,18.68,9.43,13.94,14.35,27.33,62.62,98453.29,12.61,18.15,18.79
2024-05-31 21:34:00,29.44,57.0,984.42,10.95,16.0,16.61,10.52,14.52,14.88,27.32,63.26,98454.83,11.4,16.59,17.04
2024-05-31 21:36:00,29.44,57.0,984.46,10.26,16.52,17.81,9.11,13.37,13.59,27.3,62.8,98457.57,11.81,16.55,17.1
2024-05-31 21:38:00,29.44,60.0,984.5,10.19,16.58,17.79,9.18,13.75,13.93,27.29,59.59,98462.57,11.15,16.02,16.46
2024-05-31 21:40:00,29.44,61.0,984.52,10.62,17.06,17.37,9.3,13.67,14.11,27.26,63.95,98467.59,10.86,15.44,16.55
2024-05-31 21:42:00,29.44,59.0,984.54,10.47,16.36,17.48,10.07,14.13,14.13,27.23,67.14,98469.96,10.65,15.84,16.26
2024-05-31 21:44:00,29.44,60.0,984.56,11.12,16.75,18.0,10.81,15.51,15.81,27.19,66.01,98470.59,10.66,15.76,16.49
2024-05-31 21:46:00,29.44,60.0,984.54,12.38,18.2,19.89,12.02,17.33,17.59,27.2,65.67,98472.01,11.81,17.23,18.3
2024-05-31 21:48:00,29.44,61.0,984.55,14.73,22.96,24.29,13.79,21.12,21.4,27.14,68.2,98473.54,13.8,19.65,20.1
2024-05-31 21:50:00,29.44,60.0,984.55,16.44,26.39,27.78,14.73,22.62,23.0,27.13,67.45,98471.61,15.16,22.35,23.12
2024-05-31 21:52:00,29.44,61.0,984.58,17.71,26.53,28.15,15.75,23.89,24.55,27.13,68.04,98471.35,17.44,25.55,26.54
2024-05-31 21:54:00,29.44,62.0,984.57,16.33,25.33,26.21,15.21,22.45,22.5,27.12,66.31,98473.39,17.46,25.98,27.04
2024-05-31 21:56:00,29.44,64.0,984.6,18.89,29.56,32.09,17.65,26.35,27.22,27.11,69.56,98475.24,17.85,25.98,27.06
2024-05-31 21:58:00,29.44,61.0,984.62,17.92,28.23,29.25,16.9,25.5,26.4,27.04,72.37,98475.99,19.81,30.65,32.09
2024-05-31 22:00:00,29.44,60.0,984.7,18.45,28.66,30.28,16.1,24.17,24.63,26.97,66.73,98478.88,19.02,28.01,29.04
2024-05-31 22:02:00,29.44,61.0,984.67,18.38,26.27,28.18,16.79,25.76,25.83,26.99,66.66,98481.18,19.38,29.22,31.09
2024-05-31 22:04:00,28.89,61.0,984.7,17.88,27.03,29.21,16.67,24.85,25.13,26.98,65.18,98483.7,17.69,26.54,27.88
2024-05-31 22:06:00,29.44,63.0,984.78,18.11,26.61,27.75,17.46,24.39,24.62,26.99,65.41,98486.14,19.61,28.88,30.84
2024-05-31 22:08:00,28.33,63.0,983.52,18.84,28.47,30.41,17.85,26.71,27.56,26.94,64.26,98490.77,19.1,27.59,28.35
2024-05-31 22:10:00,28.89,62.0,984.78,18.98,29.93,31.89,17.71,25.35,26.2,27.04,70.26,98495.41,20.16,29.08,29.95
2024-05-31 22:12:00,28.89,64.0,984.73,15.75,24.75,26.42,15.09,21.89,22.27,27.05,70.19,98497.55,19.9,27.84,29.28
2024-05-31 22:14:00,29.44,64.0,984.77,14.64,21.18,22.16,13.24,18.9,19.29,27.02,69.63,98494.67,16.68,24.86,25.59
2024-05-31 22:16:00,28.89,63.0,984.76,14.07,19.82,20.48,13.46,20.98,21.2,27.0,70.1,98492.21,15.59,23.28,23.95
2024-05-31 22:18:00,28.89,63.0,984.73,13.64,19.58,20.98,12.45,17.91,18.3,27.03,70.32,98491.7,15.49,21.35,21.84
2024-05-31 22:20:00,29.44,61.0,984.74,13.7,19.56,21.69,12.9,17.57,17.84,26.99,69.99,98493.28,14.46,20.12,20.95
2024-05-31 22:22:00,28.89,62.0,984.72,14.13,21.0,21.83,13.38,18.65,18.65,26.95,67.42,98491.03,14.91,21.41,22.21
2024-05-31 22:24:00,28.89,64.0,984.67,13.29,19.52,20.33,12.53,18.71,18.75,26.93,69.69,98490.01,15.22,21.52,22.29
2024-05-31 22:26:00,28.89,65.0,984.7,12.13,17.84,18.42,12.47,17.67,17.95,26.92,71.31,98486.98,14.46,20.0,20.19
2024-05-31 22:28:00,28.89,64.0,984.69,11.76,17.35,18.41,11.8,16.44,17.15,26.91,73.15,98485.26,14.88,20.56,21.2
2024-05-31 22:30:00,28.89,61.0,984.68,11.67,18.74,19.72,11.69,15.67,15.71,26.95,72.54,98486.31,12.98,18.86,19.4
2024-05-31 22:32:00,28.89,64.0,984.63,12.34,17.29,17.81,12.22,17.41,17.43,26.92,68.21,98483.95,12.98,18.23,18.76
2024-05-31 22:34:00,28.89,64.0,984.67,11.74,17.21,17.79,11.53,15.72,16.26,26.97,69.55,98480.72,12.95,18.31,18.55
2024-05-31 22:36:00,28.89,64.0,984.65,11.81,18.11,18.86,11.34,16.23,16.93,26.96,70.34,98480.9,12.52,17.71,18.52
2024-05-31 22:38:00,28.89,64.0,984.67,11.68,17.25,18.11,11.07,15.95,16.19,26.96,70.36,98485.08,13.72,19.58,20.14
2024-05-31 22:40:00,28.89,64.0,984.61,12.11,16.38,17.4,11.16,15.77,16.36,26.91,67.86,98484.72,12.46,16.75,17.64
2024-05-31 22:42:00,28.89,64.0,984.57,11.84,17.27,17.85,11.95,16.45,16.62,26.9,69.4,98480.06,12.05,16.61,17.1
2024-05-31 22:44:00,28.89,66.0,984.5,12.0,18.25,19.07,11.91,16.09,16.35,26.91,70.23,98474.19,12.16,17.41,18.55
2024-05-31 22:46:00,28.89,63.0,984.52,11.16,16.51,17.32,11.41,15.95,16.1,26.85,67.91,98469.2,13.21,18.01,19.06
2024-05-31 22:48:00,28.89,64.0,984.51,12.25,16.48,16.87,11.14,15.92,16.05,26.85,65.43,98466.11,12.85,17.8,18.02
2024-05-31 22:50:00,28.89,65.0,984.45,10.69,15.89,17.11,11.27,15.71,15.88,26.87,66.68,98463.3,12.78,17.29,17.79
2024-05-31 22:52:00,28.89,63.0,984.4,11.56,16.42,16.68,10.37,15.0,15.25,26.92,68.26,98459.73,12.22,17.84,18.09
2024-05-31 22:54:00,29.44,63.0,984.43,11.02,17.16,17.42,10.45,15.07,15.3,26.89,63.79,98456.14,12.4,15.99,16.5
2024-05-31 22:56:00,28.89,61.0,984.37,11.32,15.21,16.54,10.17,13.98,14.74,26.91,63.37,98451.5,12.48,16.59,17.32
2024-05-31 22:58:00,28.89,61.0,984.38,11.0,16.05,16.86,10.46,14.18,14.23,26.88,61.51,98449.63,11.81,15.98,17.12
2024-05-31 23:00:00,28.89,61.0,984.42,10.89,15.41,15.57,9.77,13.75,14.29,26.8,63.56,98450.49,12.0,16.77,17.48
2024-05-31 23:02:00,28.89,64.0,984.44,12.02,18.05,19.2,11.05,14.84,16.0,26.77,63.09,98453.27,12.56,17.1,18.24
2024-05-31 23:04:00,28.89,62.0,984.41,11.32,16.18,17.39,10.89,14.59,14.86,26.79,66.41,98456.7,12.48,17.6,18.34
2024-05-31 23:06:00,28.89,62.0,984.44,11.55,16.87,18.15,11.58,15.68,16.07,26.76,69.92,98460.87,13.46,18.16,18.69
2024-05-31 23:08:00,28.89,64.0,984.48,11.77,16.96,17.42,11.31,16.33,16.53,26.69,69.76,98463.53,12.6,16.8,17.89
2024-05-31 23:10:00,28.89,64.0,984.54,11.42,16.7,17.79,11.66,16.66,17.21,26.69,71.52,98467.72,14.15,19.59,20.06
2024-05-31 23:12:00,28.89,64.0,984.55,11.72,16.64,17.83,10.76,15.35,15.84,26.67,67.83,98469.07,12.95,18.27,18.86
2024-05-31 23:14:00,28.89,62.0,984.35,10.73,15.69,17.47,9.93,14.02,14.48,26.73,67.88,98471.7,13.45,18.29,18.44
2024-05-31 23:16:00,28.89,64.0,984.55,10.93,15.64,16.34,10.27,14.73,15.58,26.67,64.04,98469.98,11.96,16.41,16.91
2024-05-31 23:18:00,28.89,64.0,984.58,11.57,15.89,16.54,9.98,13.8,14.18,26.69,69.94,98471.83,12.76,17.52,17.82
2024-05-31 23:20:00,28.89,64.0,984.52,10.32,15.23,15.23,11.12,14.16,14.16,26.7,71.04,98473.27,12.92,18.41,19.19
2024-05-31 23:22:00,28.89,64.0,984.52,10.35,15.35,16.0,9.39,13.61,13.86,26.73,70.35,98473.29,12.14,17.26,17.73
2024-05-31 23:24:00,28.89,64.0,984.49,9.87,14.28,15.25,9.5,12.95,13.05,26.72,68.14,98470.43,12.44,16.91,17.59
2024-05-31 23:26:00,28.89,65.0,984.48,11.0,16.39,17.0,9.98,13.36,14.32,26.78,67.23,98466.53,11.7,16.06,17.21
2024-05-31 23:28:00,28.89,63.0,984.49,10.51,14.73,14.85,10.0,13.93,14.36,26.77,70.78,98464.83,11.45,15.65,16.15
2024-05-31 23:30:00,28.89,65.0,984.46,11.0,16.2,16.41,11.43,15.6,15.91,26.68,70.17,98463.21,12.2,16.26,17.3
2024-05-31 23:32:00,28.89,63.0,984.39,12.74,17.71,19.07,12.46,16.62,17.46,26.67,72.65,98460.58,15.32,20.68,21.29
2024-05-31 23:34:00,28.89,64.0,984.38,12.98,18.02,18.28,13.12,16.74,16.93,26.6,70.16,98454.98,14.75,20.01,20.7
2024-05-31 23:36:00,28.89,63.0,984.39,14.7,20.93,21.54,14.48,19.19,19.41,26.61,70.13,98453.0,16.56,22.86,23.78
2024-05-31 23:38:00,28.89,64.0,984.39,14.0,19.43,20.07,13.81,19.02,19.26,26.59,67.82,98451.63,16.39,21.78,22.52
2024-05-31 23:40:00,28.89,63.0,984.31,14.4,19.67,20.8,13.46,17.81,18.42,26.52,64.84,98450.96,16.77,22.18,22.71
2024-05-31 23:42:00,28.89,64.0,984.34,14.22,19.05,20.21,15.29,19.71,19.88,26.57,67.13,98448.46,17.1,22.59,23.09
2024-05-31 23:44:00,28.89,65.0,984.31,17.14,24.23,24.75,16.79,21.82,21.91,26.6,70.03,98448.07,18.85,24.46,25.25
2024-05-31 23:46:00,28.89,64.0,984.26,16.8,22.64,23.79,16.26,21.61,21.84,26.63,72.68,98449.38,20.34,26.36,26.45
2024-05-31 23:48:00,28.89,63.0,984.24,16.15,22.59,22.94,15.26,20.18,20.28,26.59,71.11,98446.49,19.59,25.54,26.28
2024-05-31 23:50:00,28.89,65.0,984.21,17.2,23.11,24.64,16.82,21.86,22.2,26.55,71.25,98441.76,18.44,23.1,24.3
2024-05-31 23:52:00,28.89,65.0,984.22,16.04,21.51,21.6,15.8,20.25,20.65,26.61,73.67,98438.78,20.66,27.98,28.64
2024-05-31 23:54:00,28.89,66.0,984.13,17.63,26.17,27.71,16.1,21.1,21.5,26.67,73.65,98434.78,18.42,25.38,26.3
2024-05-31 23:56:00,28.89,64.0,984.11,17.57,23.98,24.84,16.81,21.89,22.07,26.65,76.2,98430.04,20.74,27.66,27.9
2024-05-31 23:58:00,28.89,65.0,984.14,16.69,22.95,24.18,15.76,20.66,20.86,26.55,73.51,98429.69,19.29,25.56,25.92
2024-06-01 00:02:00,28.89,64.0,984.15,16.07,21.88,22.97,14.2,18.91,19.12,26.55,65.64,98428.77,17.79,23.22,24.49
2024-06-01 00:04:00,28.89,63.0,984.18,14.36,20.62,21.31,13.77,18.68,18.8,26.53,66.79,98426.96,17.79,23.32,24.12
2024-06-01 00:06:00,28.89,65.0,984.19,14.0,19.95,20.98,13.23,18.75,19.35,26.52,69.3,98429.94,16.98,22.76,23.14
2024-06-01 00:08:00,28.89,63.0,984.24,14.51,20.47,22.47,13.33,18.33,18.51,26.45,68.38,98432.65,14.64,21.09,22.26
2024-06-01 00:10:00,28.89,63.0,984.22,13.86,20.54,21.86,13.38,18.3,18.88,26.45,66.33,98434.19,15.65,21.16,21.48
2024-06-01 00:12:00,28.89,62.0,984.18,13.57,18.93,19.79,13.11,17.55,17.95,26.49,66.4,98432.48,16.41,22.49,23.11
2024-06-01 00:14:00,28.89,64.0,984.12,15.19,20.02,20.4,13.26,18.4,18.55,26.39,65.54,98429.65,15.69,21.69,22.11
2024-06-01 00:16:00,28.89,63.0,984.1,15.12,21.72,22.42,14.6,20.06,20.28,26.4,71.6,98425.7,16.26,22.45,22.78
2024-06-01 00:18:00,28.89,66.0,984.09,16.22,23.73,25.71,15.4,21.1,21.52,26.38,71.38,98422.43,16.1,22.29,22.95
2024-06-01 00:20:00,28.89,64.0,984.12,14.38,21.75,22.38,14.52,19.59,19.76,26.44,74.71,98423.52,16.96,23.72,24.18
2024-06-01 00:22:00,28.89,65.0,984.14,14.87,21.6,22.2,14.55,20.86,21.45,26.43,70.48,98423.49,16.04,21.68,22.24
2024-06-01 00:24:00,28.89,65.0,984.18,15.41,21.31,22.08,13.98,19.23,19.41,26.42,65.41,98424.84,16.24,22.35,23.08
2024-06-01 00:26:00,28.89,63.0,984.22,14.89,20.68,23.02,13.6,18.6,18.66,26.43,64.35,98429.4,16.58,22.88,23.41
2024-06-01 00:28:00,28.89,64.0,984.18,15.47,20.87,21.82,13.69,19.12,19.43,26.39,62.29,98431.16,14.95,20.58,21.24
2024-06-01 00:30:00,28.89,66.0,984.23,16.11,21.96,23.39,15.84,22.09,22.21,26.43,67.26,98434.83,17.71,25.04,25.91
2024-06-01 00:32:00,28.89,66.0,984.28,17.96,25.49,26.7,17.02,23.66,23.73,26.53,73.08,98439.55,20.59,28.02,29.14
2024-06-01 00:34:00,28.89,62.0,984.29,15.84,21.5,22.57,15.49,20.56,21.33,26.51,69.6,98439.14,19.75,26.4,26.84
2024-06-01 00:36:00,28.89,62.0,984.31,16.79,22.98,24.21,16.87,22.67,22.89,26.43,62.32,98440.05,16.49,22.02,22.75
2024-06-01 00:38:00,28.89,64.0,984.33,21.89,32.29,33.32,21.14,30.03,30.52,26.34,60.33,98442.02,19.95,28.72,29.54
2024-06-01 00:40:00,28.89,64.0,984.29,18.93,27.81,28.8,19.21,26.32,26.54,26.32,61.68,98442.62,22.79,33.74,35.09
2024-06-01 00:42:00,28.89,64.0,984.29,17.82,26.28,27.61,18.26,25.84,26.35,26.39,64.72,98442.34,19.94,27.32,27.89
2024-06-01 00:44:00,28.89,64.0,984.34,20.21,29.62,30.84,19.34,27.04,27.62,26.36,61.87,98442.22,21.41,29.36,30.11
2024-06-01 00:46:00,28.89,66.0,984.33,19.54,28.09,30.91,18.53,25.59,26.58,26.39,63.6,98443.04,19.82,28.34,30.14
2024-06-01 00:48:00,28.89,63.0,984.28,21.65,30.75,32.64,19.19,29.28,29.52,26.44,66.73,98443.3,21.59,29.56,30.41
2024-06-01 00:50:00,28.89,64.0,984.29,26.0,39.69,41.84,25.48,39.28,40.02,26.36,63.38,98438.96,26.82,40.06,41.24
2024-06-01 00:52:00,28.89,63.0,984.23,24.04,36.8,38.2,23.19,33.53,34.75,26.37,65.04,98437.65,26.52,40.04,41.19
2024-06-01 00:54:00,28.89,64.0,984.21,25.21,37.12,39.07,24.61,37.29,37.98,26.28,62.08,98434.75,22.5,33.28,34.95
2024-06-01 00:56:00,28.89,63.0,984.2,24.34,36.83,39.98,23.19,34.37,34.98,26.31,64.88,98434.27,26.81,40.86,43.16
2024-06-01 00:58:00,28.89,64.0,984.18,23.67,34.57,35.65,21.88,32.1,32.45,26.32,64.55,98431.3,24.78,34.6,35.66
2024-06-01 01:00:00,28.89,64.0,984.15,21.72,32.15,34.04,20.02,29.54,29.63,26.37,67.1,98429.18,23.2,33.05,34.55
2024-06-01 01:02:00,28.89,65.0,984.14,24.98,35.25,37.64,22.42,31.51,31.79,26.36,64.77,98424.19,24.78,35.06,36.24
2024-06-01 01:04:00,28.89,64.0,984.09,22.28,31.49,33.05,21.46,31.4,32.16,26.38,64.42,98423.78,22.84,32.88,33.42
2024-06-01 01:06:00,28.89,65.0,984.09,22.07,32.68,34.21,21.09,30.31,31.0,26.4,65.83,98419.82,24.04,34.19,36.24
2024-06-01 01:08:00,28.89,65.0,984.05,23.54,33.91,34.83,21.79,30.7,31.58,26.43,67.21,98415.52,24.48,34.54,35.74
2024-06-01 01:10:00,28.89,67.0,984.03,25.09,36.22,37.87,23.17,33.07,33.59,26.46,69.91,98411.91,26.06,36.42,37.5
2024-06-01 01:12:00,28.89,64.0,983.99,23.02,33.71,35.42,21.79,30.0,30.41,26.47,70.64,98409.08,26.2,36.66,37.04
2024-06-01 01:14:00,28.89,66.0,984.01,23.56,31.58,32.67,22.32,30.27,31.0,26.39,64.5,98407.77,24.74,35.36,36.15
2024-06-01 01:16:00,28.89,67.0,983.99,25.4,36.64,37.95,23.73,33.27,34.0,26.5,73.19,98406.33,29.65,41.08,42.09
2024-06-01 01:18:00,28.89,65.0,983.97,26.11,38.51,39.44,23.02,32.49,33.08,26.47,69.35,98403.73,28.79,40.88,41.49
2024-06-01 01:20:00,28.89,65.0,983.96,26.07,35.87,37.87,23.66,33.07,33.64,26.44,65.89,98402.87,26.35,37.41,38.51
2024-06-01 01:22:00,28.89,62.0,983.94,25.12,35.36,37.14,22.27,31.44,31.85,26.39,62.38,98400.19,25.84,36.1,37.26
2024-06-01 01:24:00,28.89,66.0,983.94,28.51,40.4,41.84,25.36,35.93,37.13,26.32,64.66,98399.91,27.91,40.2,41.05
2024-06-01 01:26:00,28.89,66.0,983.92,28.12,40.25,42.0,26.86,37.43,37.66,26.38,68.81,98399.79,29.82,41.35,41.82
2024-06-01 01:28:00,28.89,66.0,983.85,31.61,44.8,47.2,28.47,39.95,40.68,26.46,72.09,98395.88,33.61,47.21,48.79
2024-06-01 01:30:00,28.89,65.0,983.83,29.86,41.84,44.39,27.29,38.6,39.05,26.47,73.07,98393.52,34.9,47.98,48.95
2024-06-01 01:32:00,28.89,65.0,983.86,31.32,44.54,46.62,27.61,39.52,40.12,26.5,72.43,98391.59,33.11,47.3,48.8
2024-06-01 01:34:00,28.89,66.0,983.85,31.49,44.24,45.07,31.54,44.22,45.05,26.48,72.74,98391.84,34.78,48.36,49.19
